Molecule,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA4,EState_VSA5,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_OH,fr_Ar_OH,fr_C_O,fr_C_O_noCOO,fr_Imine,fr_NH0,fr_NH1,fr_aldehyde,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_aniline,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_halogen,fr_ketone,fr_ketone_Topliss,fr_methoxy,fr_phenol,fr_phenol_noOrthoHbond,fr_sulfide,fr_term_acetylene
16a-Hydroxyprogesterone,13.981584803968008,-5.644693405139838,13.981584803968008,2.302749936426208,0.7974869874244622,330.46799999999945,300.228,330.2194948200008,132,0.21047868093865008,-0.3923462573819615,0.3923462573819615,0.21047868093865008,1.125,2.0416666666666665,2.7916666666666665,8.110333783564636e-18,-0.24599125688208315,-1.7500918215426187e-16,-2.9467157460334086,-9.374762330091448e-17,-2.872203568700549,-1.4511663826949868e-16,-1.1437006322909098,43.51650785794505,41.72474487139159,11.72474487139159,23.15275331898943,21.52062072615966,6.612372435695795,5.362372435695795,5.362372435695795,3.9822172541558802,3.9822172541558802,2.8525350693352207,2.8525350693352207,-0.9600000000000002,3.563767819559904,5.266941999143184,2.060338241128963,186.6782288849056,5.1088081911072125,5.783244946364939,5.783244946364939,1.4311996572326342,0.0,0.0,9.589074368143644,0.0,0.0,19.276888764660626,79.65336726619032,49.27736360328843,8.821535139290429,54.449880688187285,11.566489892729878,1.4311996572326342,0.0,34.405811680245876,71.24616868814267,0.0,11.625176276104835,0.0,54.370000000000005,128.84364653722326,20.555142817505402,0.0,0.0,0.0,5.1088081911072125,30.21712933680725,262.9654086561936,0.0,27.25093423528911,4.001002153743856,-13.210017794154702,-27.712423640956743,-2.302749936426208,-40.936479959593036,-14.639007047429217,0.0,0.8095238095238095,24,1,3,4,0,4,0,0,3,1,3,5,3,0,3,4,3.6943000000000032,92.27080000000005,1,0,2,2,0,0,0,0,0,1,0,0,0,5,0,0,0,2,1,0,0,0,0,0
Cortexolone,14.213529248412453,-5.672674910241878,14.213529248412453,2.3135013903594803,0.8061621758945992,346.4669999999995,316.22700000000003,346.2144094400008,138,0.21153163891021715,-0.3884641032467771,0.3884641032467771,0.21153163891021715,1.08,1.96,2.72,7.642182293962191e-16,-0.24598674566095485,-1.0398497773801508e-16,-2.945481526871602,-1.0689894425834583e-16,-2.8836698617158807,-5.025644397998709e-18,-1.1430704005094263,44.2236146391316,42.13299316185545,12.132993161855453,23.71341349076925,21.632993161855453,6.816496580927726,5.566496580927726,5.566496580927726,4.218643696413162,4.218643696413162,2.8525350693352203,2.8525350693352203,-1.0000000000000002,3.907663896583564,5.497283950617284,2.130434782608696,191.55913289522886,10.217616382214425,12.160036053899976,11.566489892729878,2.8623993144652684,0.0,0.0,9.589074368143644,0.0,0.0,19.276888764660626,73.75940958082724,46.05687927498169,4.1122756685106605,58.187930323124284,11.566489892729878,2.8623993144652684,0.0,28.5118539948828,70.28823425621007,6.558985242916289,11.625176276104835,0.0,74.60000000000001,128.5507396628439,19.184384261335182,0.0,0.0,0.0,10.217616382214425,31.648328994039886,263.06999991857987,0.0,27.50195850101118,7.778274000833385,-18.662179754885837,-22.516386150594435,-2.3135013903594803,-41.185802396040074,-14.755696061877973,0.0,0.8095238095238095,25,2,4,4,0,4,0,0,4,2,4,6,3,0,3,4,2.810800000000002,93.75260000000004,2,0,2,2,0,0,0,0,0,1,0,0,0,5,0,0,0,2,1,0,0,0,0,0
Corticosterone,14.101641493310412,-5.684758243575213,14.101641493310412,2.3250471197623535,0.8060203920942326,346.4669999999995,316.22700000000003,346.2144094400008,138,0.21067537116919235,-0.3927746595045805,0.3927746595045805,0.21067537116919235,1.12,2.04,2.8,2.0205568058224437e-16,-0.2459895873423099,-5.44812016725748e-17,-2.942784754233174,-8.723834049687456e-17,-2.909713953450965,-1.1070202309811135e-16,-1.1343979371318038,44.2236146391316,42.13299316185545,12.132993161855453,23.71341349076925,21.632993161855453,6.816496580927726,5.4644345083117605,5.4644345083117605,4.074914957130529,4.074914957130529,2.9337638086178526,2.9337638086178526,-1.0000000000000002,3.907663896583564,5.75,2.3285123966942147,191.55913289522888,10.217616382214425,6.558985242916289,11.566489892729878,2.8623993144652684,0.0,0.0,9.589074368143644,0.0,0.0,19.276888764660626,72.80147514889462,45.16508793477776,11.563052251630868,58.187930323124284,11.566489892729878,2.8623993144652684,0.0,34.405811680245876,64.394276570847,6.558985242916289,11.625176276104835,0.0,74.60000000000001,128.55073966284388,19.184384261335182,0.0,0.0,0.0,10.217616382214425,31.648328994039886,263.23247800058783,0.0,27.411914020830068,7.767094692894518,-13.328860475785309,-27.9103545648528,-2.3250471197623535,-41.193905783228274,-14.736652104017047,0.0,0.8095238095238095,25,2,4,4,0,4,0,0,4,2,4,6,3,0,3,4,2.6667000000000005,93.68260000000005,2,0,2,2,0,0,0,0,0,1,0,0,0,5,0,0,0,2,1,0,0,0,0,0
11-Dehydrocorticosterone,15.07483756928697,-5.565429539871509,15.07483756928697,2.2783162051742956,0.8359857357841217,344.4509999999995,316.22700000000003,344.19875937600074,136,0.21067537117784343,-0.3885795281371293,0.3885795281371293,0.21067537117784343,1.12,2.0,2.76,1.367013533631402e-15,-0.2459895414850255,-1.5719935450719363e-16,-2.9017793132086585,-3.5839063289228375e-17,-2.86762351329278,-5.120363761395159e-17,-1.0918175965622172,42.59385812713468,40.13299316185545,12.132993161855453,22.80745385736868,20.72474487139159,6.816496580927726,5.4644345083117605,5.4644345083117605,4.07491495713053,4.07491495713053,2.9337638086178526,2.9337638086178526,-1.2900000000000003,4.08537938277836,5.6024136070598205,2.255871708260225,188.02980998461376,5.1088081911072125,12.342230189281228,11.566489892729878,1.4311996572326342,0.0,0.0,14.383611552215466,0.0,0.0,19.276888764660626,60.53459256220217,57.43197052147025,4.1122756685106605,56.50290075991867,17.34973483909482,1.4311996572326342,0.0,34.405811680245876,58.314258543897004,6.558985242916289,11.625176276104835,0.0,71.44,128.25396658225884,13.701350036654302,4.794537184071822,0.0,0.0,5.1088081911072125,34.329405005317916,242.66632531729226,0.0,42.21255035869854,3.5629027522293626,-13.030318809118643,-30.693226824867917,-2.2783162051742956,-35.098302868451256,-14.508280387274795,0.0,0.7619047619047619,25,1,4,4,0,4,0,0,4,1,4,5,3,0,3,4,2.874900000000001,92.68280000000004,1,0,3,3,0,0,0,0,0,1,0,0,0,5,0,0,0,3,2,0,0,0,0,0
11-Dehydrotetrahydrocorticosterone,15.318582451499113,-5.829009589947095,15.318582451499113,3.1723317818161343,0.8045612469330538,348.48299999999944,316.22700000000003,348.23005950400085,140,0.21067537117784343,-0.3931197243151461,0.3931197243151461,0.21067537117784343,1.0,1.8,2.56,-2.3708709673417985e-16,-0.2459928866050303,-1.3554698921448988e-16,-2.9666185655288206,-1.4657730944302015e-16,-2.925033941535016,-1.7773525481488876e-16,-1.175398894768297,46.06891410075235,44.13299316185545,12.132993161855453,24.430721420318143,22.632993161855453,6.816496580927726,5.4644345083117605,5.4644345083117605,4.07491495713053,4.07491495713053,2.933763808617852,2.933763808617852,-0.7400000000000001,3.7375492407256163,5.883519689857964,2.3946021476554824,195.05867692774873,10.217616382214425,12.342230189281228,5.783244946364939,2.8623993144652684,0.0,0.0,9.589074368143644,0.0,0.0,13.703784234591359,73.12232830418844,55.17132128865153,10.192293695460648,60.92944743546473,11.566489892729878,2.8623993144652684,0.0,40.299769365608945,70.76720147217637,6.558985242916289,0.0,0.0,74.60000000000001,129.19244597343152,10.277571408752703,4.794537184071822,0.0,0.0,10.217616382214425,38.502121774890995,280.09561716610375,0.0,29.36446688812645,7.422057978743792,-11.338381164965993,-34.990217400786726,0.0,-47.3851974186677,-15.085012715220422,0.0,0.9047619047619048,25,2,4,4,0,4,0,0,4,2,4,6,4,0,4,4,2.7466000000000013,93.70660000000005,2,0,2,2,0,0,0,0,0,0,0,0,0,5,0,0,0,2,2,0,0,0,0,0
16a-Hydroxyandrostenedione,14.114757311875366,-5.3447543461829214,14.114757311875366,2.2021404163517264,0.7479907013785353,302.4139999999995,276.20599999999996,302.1881946920007,120,0.21108751468610193,-0.3852972681385469,0.3852972681385469,0.21108751468610193,1.0,1.8181818181818181,2.590909090909091,2.4639293032676695e-16,-0.24598665446419166,-9.16322496335476e-17,-2.9365085208693897,-1.7775957291551595e-16,-2.865636013509488,-4.23793055271392e-17,-1.1398307074423812,38.51650785794505,36.72474487139159,10.72474487139159,20.65275331898943,19.020620726159656,6.112372435695795,4.987372435695795,4.987372435695795,3.6999149571305296,3.6999149571305296,2.556186217847896,2.556186217847896,-0.9600000000000002,3.3744777415477687,4.531515477529463,1.7189317892002711,168.32846265544117,5.1088081911072125,6.080018026949988,11.566489892729878,1.4311996572326342,0.0,0.0,9.589074368143644,0.0,0.0,19.276888764660626,67.38648467949784,43.31536216264124,2.7415171123404405,48.96684646350639,11.566489892729878,1.4311996572326342,0.0,28.511853994882795,64.394276570847,0.0,11.625176276104835,0.0,54.370000000000005,116.09779673456451,13.701350036654302,0.0,0.0,0.0,5.1088081911072125,31.58788789297747,225.61749013055382,0.0,27.243900501788307,3.890122524114227,-12.374943559985727,-21.094021791083033,-2.2021404163517264,-38.620779937746725,-9.54296078462249,0.0,0.7894736842105263,22,1,3,4,0,4,0,0,3,1,3,3,3,0,3,4,3.058200000000001,83.10680000000005,1,0,2,2,0,0,0,0,0,1,0,0,0,5,0,0,0,2,1,0,0,0,0,0
2b-Hydroxytestosterone,13.340117707819278,-5.423576625094485,13.340117707819278,2.251674238368187,0.723308382154104,304.42999999999944,276.20599999999996,304.20384475600076,122,0.21110500672744031,-0.39255142540466265,0.39255142540466265,0.21110500672744031,1.0454545454545454,1.9545454545454546,2.727272727272727,-9.750187979592827e-17,-0.24598918180181756,-1.0925588026138268e-16,-2.945153922340011,-1.8276696243222565e-16,-2.882640873004996,-1.3082486549483937e-17,-1.1451032875462561,40.146264369941974,38.72474487139159,10.72474487139159,21.55871295239,19.92886901662352,6.112372435695795,4.987372435695795,4.987372435695795,3.6999149571305296,3.6999149571305296,2.5306706996939043,2.5306706996939043,-0.6700000000000002,3.219319967372532,4.67029853756103,1.7843914487227257,171.85778556605626,10.217616382214425,6.080018026949988,5.783244946364939,2.8623993144652684,0.0,0.0,4.794537184071822,0.0,0.0,19.276888764660626,79.17440005022402,31.527446791915054,10.192293695460648,50.651876026712,5.783244946364939,2.8623993144652684,0.0,28.511853994882795,70.47429459779698,0.0,11.625176276104835,0.0,57.53,116.39456981514957,8.906812852582483,0.0,0.0,0.0,10.217616382214425,34.38984610638033,244.91621084453072,0.0,13.340117707819278,7.9721271326610434,-12.624851203598727,-18.54869217930005,-2.251674238368187,-44.103126745296905,-9.700111318447135,0.0,0.8421052631578947,22,2,3,4,0,4,0,0,3,2,3,4,3,0,3,4,2.8500000000000014,84.10660000000004,2,0,1,1,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0
16b-Hydroxytestosterone,13.192653290923042,-5.43287934618292,13.192653290923042,2.2269057198496682,0.723308382154104,304.42999999999944,276.20599999999996,304.20384475600076,122,0.21060884407083363,-0.39040187864102616,0.39040187864102616,0.21060884407083363,1.0,1.9090909090909092,2.6818181818181817,-1.741320654559289e-16,-0.24598964161902118,-1.279842196539328e-16,-2.945115026475731,-1.4347364813698455e-16,-2.875762881938453,-1.1212558337869196e-16,-1.1459679460878838,40.146264369941974,38.72474487139159,10.72474487139159,21.55871295239,19.928869016623523,6.112372435695795,4.987372435695795,4.987372435695795,3.69991495713053,3.69991495713053,2.5561862178478965,2.5561862178478965,-0.67,3.219319967372532,4.67029853756103,1.7843914487227257,171.8577855660563,10.217616382214425,0.0,5.783244946364939,2.8623993144652684,0.0,0.0,4.794537184071822,0.0,0.0,19.276888764660626,72.80147514889464,37.900371693244445,16.272311722410635,50.651876026712,5.783244946364939,2.8623993144652684,0.0,28.511853994882795,70.47429459779698,0.0,11.625176276104835,0.0,57.53,116.39456981514958,8.906812852582483,0.0,0.0,0.0,10.217616382214425,34.389846106380325,244.983905990369,0.0,13.192653290923042,8.085312130616964,-12.615096083186366,-18.547842216897735,-2.2269057198496682,-44.16803875871339,-9.70398863326195,0.0,0.8421052631578947,22,2,3,4,0,4,0,0,3,2,3,4,3,0,3,4,2.8500000000000014,84.10660000000006,2,0,1,1,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0
Flumetasone,19.8370489654195,-6.318498322940291,19.8370489654195,2.24661080079032,0.6458961652645262,410.45699999999954,382.23300000000006,410.1904804360007,160,0.2115461887825885,-0.3897123822878491,0.3897123822878491,0.2115461887825885,1.1379310344827587,2.0,2.6551724137931036,9.508454233745326,-0.24656785850411445,-3.504095606068936e-17,-2.8927604911775293,2.4584896987663108e-17,-2.937264893514086,1.7190691290567145e-16,-1.093532241858096,45.585421958697395,41.79717039833777,13.79717039833777,24.845440867594988,21.373330070560474,7.648585199168885,6.493076317421191,6.493076317421191,5.074053711270996,5.074053711270996,3.5767708670411396,3.5767708670411396,-1.4400000000000002,5.669349338588789,6.048791753791716,2.188483334830496,207.63650579328132,15.326424573321638,18.307763088611956,17.235249711475557,4.293598971697903,0.0,0.0,9.589074368143644,8.78083009534964,0.0,19.755855980626926,55.43583021415037,41.39759263522061,15.675327920141527,67.96529294107049,11.566489892729878,4.293598971697903,0.0,28.51185399488279,63.1720067472665,6.558985242916289,23.729319768175966,0.0,94.83,133.53865564597146,16.442867148994743,8.78083009534964,0.0,0.0,15.326424573321638,31.708770095102302,277.71380150347375,0.0,27.449627224466788,11.718426319062228,-26.250861648939765,-23.533283502931454,-7.315944406248113,-28.841533643550036,-20.440231845333532,0.0,0.7272727272727273,29,3,5,4,0,4,0,0,5,3,7,8,3,0,3,4,1.8437,100.22340000000005,3,0,2,2,0,0,0,0,2,4,0,0,0,5,0,0,2,2,1,0,0,0,0,0
Androst-5-ene-3b_16a_17a-triol,9.809545068027212,-5.44567979969766,9.809545068027212,2.44794133702864,0.6030039602628942,306.4459999999994,276.20599999999996,306.2194948200008,124,0.21060884407861616,-0.3927966848471336,0.3927966848471336,0.21060884407861616,0.8636363636363636,1.7727272727272727,2.5454545454545454,-1.5161908166980418e-15,-0.24598966940296105,-2.228353744534944e-16,-2.9412536709870523,-1.6594139822072715e-16,-2.8747690028989146,-1.436461270399848e-16,-1.1431547448455404,41.7760208819389,40.72474487139159,10.72474487139159,22.45868952164686,20.837117307087386,6.112372435695795,4.987372435695795,4.987372435695795,3.6999149571305296,3.6999149571305296,2.5561862178478956,2.5561862178478956,-0.37999999999999995,3.081269037527147,4.810683984648583,1.8510855570193456,175.38710847667136,15.326424573321638,0.0,0.0,4.293598971697903,0.0,0.0,0.0,0.0,0.0,25.328960510696195,73.12232830418844,31.527446791915054,23.723088305530844,52.33690558991762,0.0,4.293598971697903,0.0,28.5118539948828,76.55431262474697,0.0,11.625176276104835,0.0,60.69,116.6913428957346,6.853792780851101,0.0,0.0,0.0,15.326424573321638,34.45028720744274,263.0170927850275,0.0,0.0,12.069081039210907,-12.776507805282613,-16.152312570861685,-2.4895157785336357,-48.81053026886836,-9.773974067358811,0.0,0.8947368421052632,22,3,3,4,0,4,0,0,3,3,3,5,3,0,3,4,2.641800000000002,85.10640000000004,3,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0
16a-Hydroxy-DHEA,14.163658044446734,-5.378871409674984,14.163658044446734,2.417896641681363,0.6766263198016831,304.42999999999944,276.20599999999996,304.20384475600076,122,0.21108751469393577,-0.39279668484713354,0.39279668484713354,0.21108751469393577,1.0,1.8181818181818181,2.590909090909091,-2.019079266319346e-16,-0.24598668224468662,-2.187734113102979e-16,-2.933090947319459,-2.712224509699664e-16,-2.865372739711873,-5.836152443564548e-17,-1.1378223104909286,40.146264369941974,38.72474487139159,10.72474487139159,21.55272988824629,19.92886901662352,6.112372435695795,4.987372435695795,4.987372435695795,3.69991495713053,3.69991495713053,2.5561862178478965,2.5561862178478965,-0.67,3.219319967372532,4.67029853756103,1.7843914487227257,171.85778556605626,10.217616382214425,6.080018026949988,5.783244946364939,2.8623993144652684,0.0,0.0,4.794537184071822,0.0,0.0,25.328960510696195,67.70733783479166,36.942437261311845,10.192293695460648,50.651876026712,5.783244946364939,2.8623993144652684,0.0,28.511853994882795,70.47429459779698,0.0,11.625176276104835,0.0,57.53,116.39456981514957,8.906812852582483,0.0,0.0,0.0,10.217616382214425,34.38984610638033,243.55774417563427,0.0,14.163658044446734,7.848255449907235,-12.53635528208197,-18.718155874500354,-2.452407879818593,-43.24979241486797,-9.612946218719355,0.0,0.8421052631578947,22,2,3,4,0,4,0,0,3,2,3,4,3,0,3,4,2.8500000000000014,84.10660000000004,2,0,1,1,0,0,0,0,0,1,0,0,0,5,0,0,0,1,1,0,0,0,0,0
19-Hydroxyandrostenedione,13.979525830393882,-5.3447543461829214,13.979525830393882,2.2199181941295043,0.8096758652820698,302.4139999999995,276.20599999999996,302.1881946920007,120,0.21008149146470717,-0.3954501012511479,0.3954501012511479,0.21008149146470717,1.0,1.8181818181818181,2.6363636363636362,2.877679880036108e-16,-0.24383859776783845,-9.837453278972922e-17,-2.934680325965858,-1.4846990739510242e-16,-2.8805162060452933,-3.233402504910977e-17,-1.1364548373595373,38.51650785794505,36.72474487139159,10.72474487139159,20.65275331898943,19.02062072615966,6.112372435695795,4.885310363079829,4.885310363079829,3.709279326771846,3.709279326771846,2.5561862178478965,2.5561862178478965,-0.9600000000000002,3.3744777415477687,4.766635984950281,1.7189317892002711,168.32846265544117,5.1088081911072125,5.783244946364939,5.783244946364939,1.4311996572326342,0.0,0.0,9.589074368143644,0.0,0.0,12.424996647364946,61.97149421010107,53.7325189771972,10.671260911426948,48.96684646350639,11.566489892729878,1.4311996572326342,0.0,28.511853994882795,57.835291327930705,6.558985242916289,11.625176276104835,0.0,54.370000000000005,116.09779673456453,13.701350036654302,0.0,0.0,0.0,5.1088081911072125,31.58788789297747,225.7199057099372,0.0,27.144245682101015,3.9420537288989665,-12.408270463277908,-21.083882222642146,-2.2199181941295043,-38.63700678959859,-9.54046078462249,0.0,0.7894736842105263,22,1,3,4,0,4,0,0,3,1,3,3,3,0,3,4,3.0598000000000023,83.12880000000004,1,0,2,2,0,0,0,0,0,0,0,0,0,5,0,0,0,2,1,0,0,0,0,0
5-Androsten-3b_17b-diol-16-one,13.772929586396845,-5.378871409674984,13.772929586396845,2.417896641681363,0.6766263198016831,304.42999999999944,276.20599999999996,304.20384475600076,122,0.21111620046329777,-0.3927966848471336,0.3927966848471336,0.21111620046329777,1.0454545454545454,2.0,2.772727272727273,-1.3523135340800958e-16,-0.24598964131436862,-1.1661515341909747e-16,-2.939581594063457,-1.3827069736569887e-16,-2.8743757928067284,-9.235273203112223e-17,-1.1431439272755932,40.146264369941974,38.72474487139159,10.72474487139159,21.55272988824629,19.92886901662352,6.112372435695795,4.987372435695795,4.987372435695795,3.69991495713053,3.69991495713053,2.5561862178478965,2.5561862178478965,-0.6700000000000002,3.219319967372532,4.67029853756103,1.7843914487227257,171.85778556605626,10.217616382214425,6.080018026949988,5.783244946364939,2.8623993144652684,0.0,0.0,4.794537184071822,0.0,0.0,25.328960510696195,61.334412933462275,43.31536216264124,10.192293695460648,50.651876026712,5.783244946364939,2.8623993144652684,0.0,28.511853994882795,70.47429459779698,0.0,11.625176276104835,0.0,57.53,116.39456981514957,8.906812852582483,0.0,0.0,0.0,10.217616382214425,34.389846106380325,244.0161573464581,0.0,13.772929586396845,7.930729939703154,-12.575012689489377,-18.635632726352206,-2.452407879818593,-43.412613654474924,-9.64414992242306,0.0,0.8421052631578947,22,2,3,4,0,4,0,0,3,2,3,4,3,0,3,4,2.850000000000002,84.10660000000004,2,0,1,1,0,0,0,0,0,1,0,0,0,5,0,0,0,1,1,0,0,0,0,0
Pregnanetriolone,15.508005558704959,-5.912003141534397,15.508005558704959,3.5984537981859406,0.6793659074253284,350.4989999999994,316.22700000000003,350.2457095680009,142,0.21101951752885326,-0.3931197243151461,0.3931197243151461,0.21101951752885326,0.92,1.76,2.48,-3.0764945819997766e-16,-0.24653951896663817,-2.838928096023747e-16,-2.9670039280441327,-1.2814293713416367e-16,-2.933265676452682,-1.5734637645672585e-16,-1.1754552426149236,47.69867061274927,46.13299316185545,12.132993161855453,25.336681053718713,23.541241452319316,6.816496580927726,5.668558653543692,5.668558653543692,4.279039102362461,4.279039102362461,2.984794844925835,2.984794844925835,-0.44999999999999996,3.593992817553046,5.52642948863643,2.1973104658597706,198.58799983836383,15.326424573321638,5.783244946364939,0.0,4.293598971697903,0.0,0.0,4.794537184071822,0.0,0.0,13.703784234591359,74.55922995208734,57.43387118502567,20.502603977224105,62.61447699867035,5.783244946364939,4.293598971697903,0.0,34.40581168024587,89.30016242740572,0.0,0.0,0.0,77.76,129.48921905401656,10.96606844936176,4.794537184071822,0.0,0.0,15.326424573321638,35.821045763612965,299.0845078907831,0.0,15.508005558704959,12.029775919028383,-17.07295968243818,-26.775706372826924,0.0,-53.198920368652566,-15.408036277932162,0.0,0.9523809523809523,25,3,4,4,0,4,0,0,4,3,4,7,4,0,4,4,2.6809000000000016,94.75440000000005,3,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0
Tetrahydrocortisone,15.40106544469639,-5.873176256613761,15.40106544469639,3.2139984484827986,0.6951765101457498,364.48199999999946,332.22600000000006,364.2249741240008,146,0.21153192774807017,-0.3931197243151461,0.3931197243151461,0.21153192774807017,0.9615384615384616,1.7692307692307692,2.5,5.575766034839646e-17,-0.24598989844648064,-1.5641942390167351e-16,-2.965509956628441,-8.794067338078336e-17,-2.929559187841018,-5.629952223078788e-17,-1.1753684189141462,46.7760208819389,44.54124145231931,12.541241452319316,24.991381592097966,22.745365597551245,7.020620726159658,5.770620726159658,5.770620726159658,4.371736805337111,4.371736805337111,3.0566592145671514,3.0566592145671514,-0.7800000000000001,4.079546216071901,5.856614037835279,2.1980388104564645,199.939580938072,15.326424573321638,17.943281000264918,5.783244946364939,4.293598971697903,0.0,0.0,9.589074368143644,0.0,0.0,13.703784234591359,67.70733783479166,53.321595516515,10.192293695460648,64.66749707040172,11.566489892729878,4.293598971697903,0.0,34.405811680245876,76.36825228316006,6.558985242916289,0.0,0.0,94.83000000000001,128.89953909905213,10.277571408752703,4.794537184071822,0.0,0.0,15.326424573321638,38.562562875953404,280.00547074498945,0.0,29.620699881323723,11.580952654669717,-16.87334387083576,-29.825009867819446,0.0,-47.70506469747776,-15.220371511516719,0.0,0.9047619047619048,26,3,5,4,0,4,0,0,5,3,5,7,4,0,4,4,1.8615,95.16640000000004,3,0,2,2,0,0,0,0,0,0,0,0,0,5,0,0,0,2,2,0,0,0,0,0
Tetrahydrocortisol,14.374703408660594,-6.01395561696901,14.374703408660594,3.2607293630708565,0.5957402223839097,366.4979999999994,332.22600000000006,366.2406241880009,148,0.21153165731514198,-0.3931197275502648,0.3931197275502648,0.21153165731514198,0.7692307692307693,1.5769230769230769,2.3076923076923075,-2.7890298799310636e-16,-0.2459899416251284,-3.271191821586719e-16,-2.9933866927889294,-1.7642413590234324e-16,-2.9591515486414366,-1.353348947378325e-16,-1.1920114233538492,48.40577739393582,46.54124145231931,12.541241452319316,25.897341225498533,23.65361388801511,7.020620726159658,5.770620726159658,5.770620726159658,4.371736805337111,4.371736805337111,3.0566592145671514,3.0566592145671514,-0.48999999999999994,3.9219141545255503,6.001758395722207,2.265728193778113,203.46890384868712,20.43523276442885,12.160036053899976,5.783244946364939,5.724798628930537,0.0,0.0,4.794537184071822,0.0,0.0,13.703784234591359,79.97422042148412,41.054712929822514,17.643070278580854,66.35252663360734,5.783244946364939,5.724798628930537,0.0,34.405811680245876,82.44827031011005,6.558985242916289,0.0,0.0,97.99000000000001,129.19631217963718,17.1313641896038,0.0,0.0,0.0,20.43523276442885,34.51072830850516,301.08404823617104,0.0,14.374703408660594,15.836240589288007,-17.20012627824317,-26.75211162518906,0.0,-54.22734443576197,-15.448743228258973,0.0,0.9523809523809523,26,4,5,4,0,4,0,0,5,4,5,8,4,0,4,4,1.6532999999999995,96.16620000000005,4,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0
Fludrocortisone,19.9492683531746,-6.385110189909301,19.9492683531746,2.4598619345771677,0.6798949641188835,380.4559999999995,351.22400000000005,380.19990224800074,150,0.21153165747264105,-0.38972547908371763,0.38972547908371763,0.21153165747264105,1.1481481481481481,2.037037037037037,2.740740740740741,1.2644803896772458e-15,-0.24598388673196428,-3.40181940638239e-17,-2.917258199202723,-4.6428505047796e-17,-2.9403572700486333,1.623379876654583e-17,-1.1073662685792542,44.93072142031815,41.91920592532854,12.919205925328543,24.27407366254907,21.43434783405586,7.209602962664271,6.054094080916578,6.054094080916578,4.693785997584554,4.693785997584554,3.222018671508688,3.222018671508688,-1.1100000000000003,4.786022594062679,5.70729325462098,2.095427165272189,199.20060180831055,15.326424573321638,17.828795872645657,11.566489892729878,4.293598971697903,0.0,0.0,9.589074368143644,4.39041504767482,0.0,19.276888764660626,50.18357883937492,53.2535517612309,11.563052251630868,64.9456364495659,11.566489892729878,4.293598971697903,0.0,22.61789630951972,75.66408720057636,6.558985242916289,11.625176276104835,0.0,94.83,128.03263492184712,16.442867148994743,4.39041504767482,0.0,0.0,15.326424573321638,33.079528651272526,270.44537316278485,0.0,27.50385011413791,11.702497356842454,-25.960715870721067,-17.76262374980078,-2.4598619345771677,-42.862133178353005,-15.189719233646674,0.0,0.8095238095238095,27,3,5,4,0,4,0,0,5,3,6,7,3,0,3,4,1.8736999999999997,95.49140000000004,3,0,2,2,0,0,0,0,1,1,0,0,0,5,0,0,1,2,1,0,0,0,0,0
